%
%	这是工人能力的数据
%
%	2018/6/9

@RELATION trait

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE trait_1_1 NUMERIC
@ATTRIBUTE trait_1_2 NUMERIC
@ATTRIBUTE trait_1_3 NUMERIC
@ATTRIBUTE trait_1_4 NUMERIC
@ATTRIBUTE trait_1_5 NUMERIC
@ATTRIBUTE trait_1_6 NUMERIC
@ATTRIBUTE trait_1_7 NUMERIC
@ATTRIBUTE trait_1_8 NUMERIC
@ATTRIBUTE trait_1_9 NUMERIC
@ATTRIBUTE trait_1_10 NUMERIC
@ATTRIBUTE trait_1_11 NUMERIC
@ATTRIBUTE trait_1_12 NUMERIC
@ATTRIBUTE trait_1_13 NUMERIC
@ATTRIBUTE trait_1_14 NUMERIC
@ATTRIBUTE trait_1_15 NUMERIC
@ATTRIBUTE trait_1_16 NUMERIC
@ATTRIBUTE trait_1_17 NUMERIC
@ATTRIBUTE trait_1_18 NUMERIC
@ATTRIBUTE trait_1_19 NUMERIC
@ATTRIBUTE trait_1_20 NUMERIC
@ATTRIBUTE trait_1_21 NUMERIC
@ATTRIBUTE trait_1_22 NUMERIC
@ATTRIBUTE trait_1_23 NUMERIC
@ATTRIBUTE trait_1_24 NUMERIC
@ATTRIBUTE trait_1_25 NUMERIC
@ATTRIBUTE trait_1_26 NUMERIC
@ATTRIBUTE trait_1_27 NUMERIC
@ATTRIBUTE trait_1_28 NUMERIC
@ATTRIBUTE trait_1_29 NUMERIC
@ATTRIBUTE trait_1_30 NUMERIC
%标注类型二
@ATTRIBUTE trait_2_1 NUMERIC
@ATTRIBUTE trait_2_2 NUMERIC
@ATTRIBUTE trait_2_3 NUMERIC
@ATTRIBUTE trait_2_4 NUMERIC
@ATTRIBUTE trait_2_5 NUMERIC
@ATTRIBUTE trait_2_6 NUMERIC
@ATTRIBUTE trait_2_7 NUMERIC
@ATTRIBUTE trait_2_8 NUMERIC
@ATTRIBUTE trait_2_9 NUMERIC
@ATTRIBUTE trait_2_10 NUMERIC
@ATTRIBUTE trait_2_11 NUMERIC
@ATTRIBUTE trait_2_12 NUMERIC
@ATTRIBUTE trait_2_13 NUMERIC
@ATTRIBUTE trait_2_14 NUMERIC
@ATTRIBUTE trait_2_15 NUMERIC
@ATTRIBUTE trait_2_16 NUMERIC
@ATTRIBUTE trait_2_17 NUMERIC
@ATTRIBUTE trait_2_18 NUMERIC
@ATTRIBUTE trait_2_19 NUMERIC
@ATTRIBUTE trait_2_20 NUMERIC
@ATTRIBUTE trait_2_21 NUMERIC
@ATTRIBUTE trait_2_22 NUMERIC
@ATTRIBUTE trait_2_23 NUMERIC
@ATTRIBUTE trait_2_24 NUMERIC
@ATTRIBUTE trait_2_25 NUMERIC
@ATTRIBUTE trait_2_26 NUMERIC
@ATTRIBUTE trait_2_27 NUMERIC
@ATTRIBUTE trait_2_28 NUMERIC
@ATTRIBUTE trait_2_29 NUMERIC
@ATTRIBUTE trait_2_30 NUMERIC
%标注类型三
@ATTRIBUTE trait_3_1 NUMERIC
@ATTRIBUTE trait_3_2 NUMERIC
@ATTRIBUTE trait_3_3 NUMERIC
@ATTRIBUTE trait_3_4 NUMERIC
@ATTRIBUTE trait_3_5 NUMERIC
@ATTRIBUTE trait_3_6 NUMERIC
@ATTRIBUTE trait_3_7 NUMERIC
@ATTRIBUTE trait_3_8 NUMERIC
@ATTRIBUTE trait_3_9 NUMERIC
@ATTRIBUTE trait_3_10 NUMERIC
@ATTRIBUTE trait_3_11 NUMERIC
@ATTRIBUTE trait_3_12 NUMERIC
@ATTRIBUTE trait_3_13 NUMERIC
@ATTRIBUTE trait_3_14 NUMERIC
@ATTRIBUTE trait_3_15 NUMERIC
@ATTRIBUTE trait_3_16 NUMERIC
@ATTRIBUTE trait_3_17 NUMERIC
@ATTRIBUTE trait_3_18 NUMERIC
@ATTRIBUTE trait_3_19 NUMERIC
@ATTRIBUTE trait_3_20 NUMERIC
@ATTRIBUTE trait_3_21 NUMERIC
@ATTRIBUTE trait_3_22 NUMERIC
@ATTRIBUTE trait_3_23 NUMERIC
@ATTRIBUTE trait_3_24 NUMERIC
@ATTRIBUTE trait_3_25 NUMERIC
@ATTRIBUTE trait_3_26 NUMERIC
@ATTRIBUTE trait_3_27 NUMERIC
@ATTRIBUTE trait_3_28 NUMERIC
@ATTRIBUTE trait_3_29 NUMERIC
@ATTRIBUTE trait_3_30 NUMERIC
%标注类型四
@ATTRIBUTE trait_4_1 NUMERIC
@ATTRIBUTE trait_4_2 NUMERIC
@ATTRIBUTE trait_4_3 NUMERIC
@ATTRIBUTE trait_4_4 NUMERIC
@ATTRIBUTE trait_4_5 NUMERIC
@ATTRIBUTE trait_4_6 NUMERIC
@ATTRIBUTE trait_4_7 NUMERIC
@ATTRIBUTE trait_4_8 NUMERIC
@ATTRIBUTE trait_4_9 NUMERIC
@ATTRIBUTE trait_4_10 NUMERIC
@ATTRIBUTE trait_4_11 NUMERIC
@ATTRIBUTE trait_4_12 NUMERIC
@ATTRIBUTE trait_4_13 NUMERIC
@ATTRIBUTE trait_4_14 NUMERIC
@ATTRIBUTE trait_4_15 NUMERIC
@ATTRIBUTE trait_4_16 NUMERIC
@ATTRIBUTE trait_4_17 NUMERIC
@ATTRIBUTE trait_4_18 NUMERIC
@ATTRIBUTE trait_4_19 NUMERIC
@ATTRIBUTE trait_4_20 NUMERIC
@ATTRIBUTE trait_4_21 NUMERIC
@ATTRIBUTE trait_4_22 NUMERIC
@ATTRIBUTE trait_4_23 NUMERIC
@ATTRIBUTE trait_4_24 NUMERIC
@ATTRIBUTE trait_4_25 NUMERIC
@ATTRIBUTE trait_4_26 NUMERIC
@ATTRIBUTE trait_4_27 NUMERIC
@ATTRIBUTE trait_4_28 NUMERIC
@ATTRIBUTE trait_4_29 NUMERIC
@ATTRIBUTE trait_4_30 NUMERIC
%标注类型五
@ATTRIBUTE trait_5_1 NUMERIC
@ATTRIBUTE trait_5_2 NUMERIC
@ATTRIBUTE trait_5_3 NUMERIC
@ATTRIBUTE trait_5_4 NUMERIC
@ATTRIBUTE trait_5_5 NUMERIC
@ATTRIBUTE trait_5_6 NUMERIC
@ATTRIBUTE trait_5_7 NUMERIC
@ATTRIBUTE trait_5_8 NUMERIC
@ATTRIBUTE trait_5_9 NUMERIC
@ATTRIBUTE trait_5_10 NUMERIC
@ATTRIBUTE trait_5_11 NUMERIC
@ATTRIBUTE trait_5_12 NUMERIC
@ATTRIBUTE trait_5_13 NUMERIC
@ATTRIBUTE trait_5_14 NUMERIC
@ATTRIBUTE trait_5_15 NUMERIC
@ATTRIBUTE trait_5_16 NUMERIC
@ATTRIBUTE trait_5_17 NUMERIC
@ATTRIBUTE trait_5_18 NUMERIC
@ATTRIBUTE trait_5_19 NUMERIC
@ATTRIBUTE trait_5_20 NUMERIC
@ATTRIBUTE trait_5_21 NUMERIC
@ATTRIBUTE trait_5_22 NUMERIC
@ATTRIBUTE trait_5_23 NUMERIC
@ATTRIBUTE trait_5_24 NUMERIC
@ATTRIBUTE trait_5_25 NUMERIC
@ATTRIBUTE trait_5_26 NUMERIC
@ATTRIBUTE trait_5_27 NUMERIC
@ATTRIBUTE trait_5_28 NUMERIC
@ATTRIBUTE trait_5_29 NUMERIC
@ATTRIBUTE trait_5_30 NUMERIC



@DATA
100000781,0,18,0,8,0,0,0,0,15,5,2,0,0,15,0,0,0,0,0,0,0,14,14,0,3,0,0,4,0,0,0,6,0,0,10,0,12,0,0,13,5,0,6,0,0,0,0,6,0,3,12,0,0,0,10,0,13,8,0,0,0,0,0,2,0,5,0,15,12,13,18,0,0,0,0,0,0,0,11,0,0,0,19,0,0,0,20,11,0,0,5,0,0,16,8,0,0,0,0,0,0,0,13,0,0,12,0,0,0,15,0,0,0,7,10,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0,3
100000782,3,12,0,0,0,6,0,0,14,0,11,14,0,14,0,0,0,16,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,7,1,5,0,0,0,0,0,0,0,12,0,12,0,0,0,2,0,0,0,0,0,0,16,6,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,8,1,0,6,0,7,0,0,0,0,0,0,10,0,7,0,0,13,22,0,0,0,0,0,3,0,0,0,0,0,16,0,5,13,0
100000783,0,0,0,0,16,0,6,5,0,0,0,0,0,13,0,0,11,0,0,0,12,18,18,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,14,18,0,0,0,0,7,0,11,0,0,0,0,0,0,15,3,0,0,0,16,16,0,16,0,0,0,0,0,0,3,0,0,15,0,0,8,0,0,0,0,14,0,0,17,14,0,0,0,0,9,0,14,0,11,0,0,19,0,0,0,5,0,0,0,0,18,13,0,0,0,4,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0
100000784,0,4,7,0,0,0,11,5,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,1,0,0,15,0,0,0,0,9,0,0,0,15,0,0,0,4,4,0,6,21,9,0,0,0,0,0,16,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,7,0,0,0,0,0,0,18,0,0,16,8,14,0,0,0,0,0,18,0,0,15,0,12,0,0,5,4,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,0,0,13,13,0,0,0,0,2,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0
100000785,0,3,14,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,7,0,0,8,0,15,0,0,8,0,2,0,0,0,0,0,0,10,0,12,0,0,0,0,18,5,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,5,0,12,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,17,17,8,14,0,0,0,0,0,0,0,0,0,0,15,11,4,0,0,0,12,0,0,0,0,0,0,0,19,10
100000786,0,13,0,0,0,5,17,0,0,0,0,0,16,0,0,0,13,16,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,17,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,11,12,0,0,10,0,0,0,0,15,14,0,0,0,0,0,8,0,0,0,14,0,10,12,0,0,0,0,0,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,18,16,14,0,0,0,0,0,0,0,0,0,0,0,16,0,0,17,6,11,10,7,0,4,0,13,5,0,0,14,0,8,0,0,0,7,0,0,0,7,0,0,0,0,0,6,0,0,0,0,20
100000787,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,15,0,0,0,1,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,16,6,0,0,0,0,0,14,4,9,0,12,0,0,0,19,15,0,0,12,0,0,0,0,0,0,0,0,0,6,2,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,7,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,9,0,0,1,0,0,0,0
100000788,13,11,0,0,0,3,7,0,0,13,0,0,14,13,12,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,11,0,11,0,0,0,0,0,0,4,0,11,0,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,12,0,0,0,0,0,0,0,0,7,0,0,14,0,17,0,0,0,15,0,0,0,0,0,0,0,8,6,14,0,0,0,13,0,0,0,0,0,0,13,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,3,16
100000789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,17,2,0,0,0,0,0,6,0,0,0,0,0,19,0,0,14,0,0,0,0,0,9,0,0,6,0,0,12,0,0,12,0,0,13,18,14,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,4,5,17,7,0,0,0,6,9,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,18,0,0,14,0,0,0,0,0,0,14,7,0,0,0,4,0
100000790,7,0,14,0,1,0,0,0,0,16,0,0,0,0,13,0,4,3,0,0,0,14,12,0,14,0,12,8,0,0,4,0,13,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,14,4,0,18,7,0,10,0,0,0,0,0,0,3,0,1,0,14,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,2,6,4,0,13,0,0,9,0,0,0,0,3,16,2,0,0,0,3,0,10,0,0,0
100000791,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,16,0,0,0,13,0,4,17,0,18,0,0,0,0,25,1,0,14,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,16,0,6,10,0,0,0,4,0,0,15,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,19,0,0,0,12,4,5,8,0,8,12,4,0,0,12,0,0,13,16,0,0,0,0,0,8,7,13,0,0,18,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
100000792,3,0,0,0,8,6,0,0,0,11,4,0,0,10,0,0,0,11,0,11,0,0,11,0,0,0,6,0,0,7,3,12,0,0,0,0,8,0,11,7,2,0,0,12,0,8,0,0,9,0,0,0,0,6,0,18,0,0,12,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,8,10,15,0,0,3,12,0,0,0,0,7,0,0,0,11,15,0,0,0,17,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,18,6,0,0,4,15,0,0,0,0,0,0,11,12,0,1,0,0,0,0,3,7,0,0,0,0,0,8,0,0,11,11
100000793,0,8,13,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,4,0,0,13,0,0,0,0,2,0,8,7,0,12,0,0,14,5,14,0,10,6,8,0,0,11,0,0,0,0,0,0,0,16,0,0,15,0,0,17,0,0,0,0,0,0,0,19,0,14,17,0,0,0,5,0,16,0,0,0,2,0,0,0,0,3,11,0,7,0,0,0,13,0,0,13,0,7,0,0,0,0,0,0,0,7,0,0,7,0,4,12,0,15,0,7,0,8,0,0,0
100000794,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,6,0,0,0,0,0,1,4,6,0,0,13,0,13,2,0,4,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,5,0,3,0,0,0,0,0,0,16,0,2,0,0,10,0,0,13,0,0,0,2,0,0,0,0,0,0,18,0,4,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,7,18,0,3,14,0,4,0,0,17,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,16,1,0,0,0,0,0,0,0,18,13,0,0,6,23,0,0,6
100000795,0,0,0,0,0,1,0,0,12,14,0,0,0,4,0,0,0,0,9,0,0,16,0,0,6,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,7,21,0,17,0,0,12,0,6,0,5,0,0,5,0,0,0,0,0,16,0,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,3,0,0,0,0,4,0,0,16,4,13,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,11,13,0,13,15,17,0,0,0,0,0,15
100000796,0,13,0,0,14,12,0,15,0,0,0,8,0,0,0,0,0,0,13,0,0,0,13,0,15,0,0,0,0,0,14,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,0,6,0,0,0,14,0,22,0,14,13,0,0,22,0,13,0,20,0,0,0,15,8,0,7,0,8,0,0,0,0,0,0,0,7,4,12,17,0,0,0,0,3,0,15,0,0,0,0,0,19,0,0,15,0,13,0,0,0,0,0,7,16,13,0,0,21,6,5,0,0,12,0,0,9,12,6,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
100000797,0,0,0,0,14,16,0,1,0,14,0,0,0,8,0,0,8,0,0,0,5,14,0,7,12,15,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,10,0,0,8,0,0,0,0,0,0,5,0,0,14,0,0,19,0,1,0,0,0,0,0,0,0,0,7,0,0,0,5,10,0,0,0,0,0,18,7,0,13,0,9,0,0,5,0,8,0,0,0,0,0,11,20,0,17,0,4,0,8,0,14,12,3,14,13,0,0,7,0,0,0
100000798,0,18,0,8,0,2,0,0,0,0,11,8,0,0,0,3,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,4,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,16,6,0,8,21,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,7,5,0
100000799,0,2,0,7,0,0,14,0,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,11,2,0,0,0,0,0,0,0,0,0,12,5,0,15,0,18,0,11,0,13,0,0,0,0,6,5,0,8,0,15,0,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,10,12,11,0,0,7,0,6,12,16,0,12,0,0,12,0,0,20,0,6,0,15,0,0,6,0,0,24,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,13,9,7,0,5,0,0,0,0,0,6,17,0,0,0,0,0,0,0,11,14,0,0,14,0,0
100000800,0,0,0,0,17,0,0,21,11,11,1,0,3,0,8,5,0,0,0,3,0,0,0,14,17,0,0,0,0,0,15,0,3,0,6,0,0,0,0,0,14,0,0,0,18,0,0,12,0,0,0,0,14,0,0,0,0,17,0,0,0,0,12,0,14,7,0,0,19,0,0,21,6,16,0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,0,0,0,0,0,21,0,0,16
100000801,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,15,15,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,5,0,5,0,0,0,0,0,2,0,0,5,10,6,18,0,0,13,2,0,0,0,8,7,0,0,0,0,1,0,0,6,0,13,10,15,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,4,0,0,2,0,0,11,0,0,0,0,0,0,0,0
100000802,0,0,0,0,0,12,0,0,0,0,0,0,14,12,0,0,7,0,0,4,0,0,0,0,15,11,0,0,0,12,6,0,0,0,4,0,0,11,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,14,12,0,7,0,0,0,0,0,0,0,0,10,7,13,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,2,13,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,4,0,6,7,0,0,0,0,0,0,0,9,0,0,0,19,0,14,0,0,0,0,0,0,0,5,1,5,14,17,6,0,0,19,0,1,0
100000803,0,0,17,0,14,0,0,0,20,16,12,0,6,0,0,7,0,23,0,0,0,0,0,0,0,0,17,0,0,0,5,9,0,0,0,0,8,0,0,0,0,0,0,0,2,14,0,0,5,0,0,3,14,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,4,7,11,8,0,15,0,8,7,0,0,0,0,0,0,0,16,0,0,3,5,17,8,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,4,0,4,0,0,0,6,0,0,7,0,0
100000804,18,0,0,0,18,0,0,20,8,0,0,6,1,16,6,5,0,0,0,0,0,0,0,0,11,13,13,0,7,0,11,6,0,0,0,0,0,4,0,0,0,0,1,0,7,0,0,2,0,0,17,3,16,0,0,0,12,0,0,0,0,0,0,0,12,0,0,20,0,8,1,11,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,13,4,0,0,0,0,0,6,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,13,15,0,0,5,0,0,0,0,16,11,0,0,0,6,0,0,11,0
100000805,5,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,17,21,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,16,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,2,0,0,0,0,11,9,0,0,0,0,0,3,0,0,15,0,14,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,12,0,0,0,12,14
100000806,0,0,0,16,0,0,0,0,0,18,11,14,0,0,0,0,0,0,16,1,12,9,0,0,0,0,0,0,4,3,5,0,0,0,0,9,7,0,13,0,0,3,0,0,0,20,6,12,1,0,0,0,13,0,18,0,0,0,0,0,0,1,0,0,0,3,13,0,3,0,0,0,0,19,12,0,7,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,0,0,0,12,0,0,15,0,0,0,0,13,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,4
100000807,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,16,16,0,0,0,23,6,0,0,0,13,0,14,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,5,0,16,0,0,0,8,0,0,0,3,11,0,0,17,1,6,1,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,10,0,3,0,0,0,0,19,0,12,0,3,0,0,0,0,3,0,6,0,12,0,0,5,0,0,0,0,4,0,0,5,0,21,0,12,0,0,0,0,0,14,0,6,0,13,0,0,2,0,0,16,14,0
100000808,0,0,0,0,0,0,13,0,0,0,0,0,0,18,17,5,17,0,4,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,17,0,0,6,0,0,0,0,13,0,6,0,4,0,11,15,14,0,5,14,0,0,0,11,0,0,0,3,0,5,0,16,0,8,0,0,0,7,0,0,0,7,0,0,0,0,3,9,0,0,13,0,0,14,6,7,0,0,0,0,0,0,5,12,0,0,0,0,0,0,8,0,6,0,0,0
100000809,4,0,0,0,0,0,20,0,0,0,3,0,9,0,0,0,8,0,2,5,17,0,14,0,0,15,0,0,5,13,18,0,0,5,0,0,0,0,0,0,0,0,2,3,0,14,17,0,0,0,8,12,0,0,17,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,10,2,0,0,11,0,0,13,13,0,0,0,3,0,0,0,1,0,0,0,13,0,0,13,0,0,11,0,0,0,0,0,18,0,6,16,0,0,0,0,0,0,0,14,0,0,0,12,0,14,0,1,0,6,12,5,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0
100000810,0,0,0,0,0,0,0,0,0,0,9,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,13,0,0,0,11,4,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,5,0,0,0,3,0,11,8,0,0,3,0,0,0,0,0,6,0,22,0,6,13,1,5,16,6,0,0,0,0,17,0,0,0,7,4,11,2,14,12,0,15,0,0,14,0,6,0,0,2,0,0,0,0,0,14,11,0,0,5,11,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,3,6,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0
100000811,14,5,0,0,0,0,15,6,0,15,0,0,0,0,0,0,0,0,16,0,0,0,0,14,6,0,11,0,0,0,0,0,0,0,0,0,12,0,4,0,23,0,0,16,0,17,0,0,0,19,0,15,0,1,1,0,0,17,0,13,0,15,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,14,2,0,0,0,13,0,8,0,4,0,21,17,2,10,0,0,0,0,10,0,0,0,0,5,0,0,12,0,0,0,0,14,0,0,0,14,0,6,13,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,11,0
100000812,0,4,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,7,0,16,0,17,5,9,0,0,21,0,0,0,22,0,0,0,0,0,16,0,0,0,0,6,0,16,0,14,0,0,0,13,0,0,0,1,0,0,0,0,0,8,21,0,0,0,14,0,6,0,0,16,7,0,0,0,0,0,6,0,0,0,0,0,0,6,4,8,0,17,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,14,19,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,16,0,0,0,0,0,0,0
100000813,0,13,0,0,12,0,0,0,6,0,11,5,0,0,12,0,0,0,0,0,7,0,0,14,16,13,0,0,0,8,3,0,0,0,18,0,0,2,0,0,3,6,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,19,0,0,0,14,0,0,12,12,8,0,7,0,12,0,0,0,0,17,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,7,5,0,2,1,0,0,0,0,0,13,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,7,0,19,5,0,3,0,0,0
